Time(S),Current(A)
61.7,0.003657
61.8,0.003792
61.9,0.0042764
62.0,0.0044216
62.1,0.0045019
62.2,0.0044761
62.3,0.0043724
62.4,0.0042381
62.5,0.0041372
62.6,0.0040778
62.7,0.0040487
62.8,0.004062
62.9,0.0041402
63.0,0.004212
63.1,0.0042258
63.2,0.0041759
63.3,0.0040966
63.4,0.0040238
63.5,0.003983
63.6,0.0039691
63.7,0.0039923
63.8,0.00408
63.9,0.0042306
64.0,0.0044201
64.1,0.0045697
64.2,0.004609
64.3,0.0045288
64.4,0.0044168
64.5,0.0043369
64.6,0.0042892
64.7,0.0042628
64.8,0.0042728
64.9,0.0043572
65.0,0.0044141
65.1,0.0043929
65.2,0.0043091
65.3,0.0042497
65.4,0.004221
65.5,0.0042147
65.6,0.0042269
65.7,0.0042735
65.8,0.0043863
65.9,0.0045534
66.0,0.0036444
66.1,0.0050396
66.2,0.0049244
66.3,0.0047683
66.4,0.0046441
66.5,0.0045563
66.6,0.0044994
66.7,0.0044621
66.8,0.0044363
66.9,0.0044232
67.0,0.0044344
67.1,0.0044779
67.2,0.0045392
67.3,0.0045835
67.4,0.0045927
67.5,0.0045559
67.6,0.0044928
67.7,0.0044484
67.8,0.0044213
67.9,0.0044083
68.0,0.0044139
68.1,0.0044812
68.2,0.0058305
