Time(S),Current(A)
49.5,0.006945
49.6,0.0069201
49.7,0.0069022
49.8,0.0068927
49.9,0.0068871
50.0,0.0068831
50.1,0.0068821
50.2,0.0068817
50.3,0.006881
50.4,0.0068799
50.5,0.0068784
50.6,0.0068793
50.7,0.0068738
50.8,0.0068735
50.9,0.006872
51.0,0.0069236
51.1,0.0068866
51.2,0.0053293
51.3,0.0052127
51.4,0.0050521
51.5,0.0048731
51.6,0.0047021
51.7,0.0045664
51.8,0.0044684
51.9,0.0044124
52.0,0.0043839
52.1,0.0043669
52.2,0.004365
52.3,0.0043801
52.4,0.0044414
52.5,0.0045308
52.6,0.0046323
52.7,0.0047491
52.8,0.004814
52.9,0.0048455
53.0,0.004861
53.1,0.0048706
53.2,0.0048749
53.3,0.0048734
53.4,0.0048753
53.5,0.0062751
53.6,0.0063925
53.7,0.0053375
53.8,0.0052007
53.9,0.0050873
54.0,0.004994
54.1,0.0049173
54.2,0.004847
54.3,0.0047869
54.4,0.0047447
54.5,0.0047297
54.6,0.0047328
54.7,0.0047472
54.8,0.0047743
54.9,0.0048235
55.0,0.0048872
55.1,0.004919
55.2,0.0049267
55.3,0.0049231
55.4,0.0049148
55.5,0.0057913
55.6,0.0038692
55.7,0.0067164
55.8,0.0066423
55.9,0.0066142
56.0,0.006586
56.1,0.0049741
56.2,0.0054534
56.3,0.0052944
56.4,0.0051522
56.5,0.0050204
56.6,0.0049046
56.7,0.0048127
56.8,0.0047478
56.9,0.0047059
57.0,0.0046786
57.1,0.0046627
57.2,0.0046609
57.3,0.0046669
57.4,0.0046923
57.5,0.004749
57.6,0.0048388
57.7,0.0049286
57.8,0.0044535
57.9,0.0090232
58.0,0.0055571
58.1,0.0065083
58.2,0.0065014
58.3,0.0065039
58.4,0.0065272
58.5,0.0065358
58.6,0.0065394
58.7,0.0056002
58.8,0.0054965
58.9,0.0052559
59.0,0.004592
59.1,0.004429
59.2,0.0042486
59.3,0.0041436
59.4,0.0041344
59.5,0.004087
