Time(S),Current(A)
41.1,0.0048007
41.2,0.0046907
41.3,0.0046316
41.4,0.0045818
41.5,0.0045453
41.6,0.0045161
41.7,0.0045221
41.8,0.0046193
41.9,0.0047172
42.0,0.0059339
42.1,0.0058696
42.2,0.0058515
42.3,0.0058468
42.4,0.0058545
42.5,0.0058613
42.6,0.0058687
42.7,0.0058804
42.8,0.005901
42.9,0.0059122
43.0,0.0059216
43.1,0.0059257
43.2,0.0059259
43.3,0.0059249
43.4,0.006213
43.5,0.0060936
43.6,0.0060194
43.7,0.0059722
43.8,0.005939
43.9,0.0059155
44.0,0.0058982
44.1,0.0058854
44.2,0.0058757
44.3,0.0058665
44.4,0.0058575
44.5,0.0058506
44.6,0.0058466
44.7,0.0058432
44.8,0.0058392
44.9,0.0058332
45.0,0.005827
45.1,0.0058237
45.2,0.0058217
45.3,0.0058176
45.4,0.0058147
45.5,0.0058121
45.6,0.0058082
45.7,0.0058026
45.8,0.0057976
45.9,0.0057939
46.0,0.0057901
46.1,0.005789
46.2,0.0058045
46.3,0.0058315
46.4,0.0058522
46.5,0.0058661
46.6,0.0058752
46.7,0.0058816
46.8,0.0058868
46.9,0.0058908
47.0,0.0058925
47.1,0.0058948
47.2,0.0059047
47.3,0.0059076
47.4,0.0059059
47.5,0.0059099
47.6,0.0059047
47.7,0.0059026
47.8,0.0059068
47.9,0.0059044
48.0,0.0059017
48.1,0.0059018
48.2,0.0059076
48.3,0.0059544
48.4,0.0060231
48.5,0.0060967
48.6,0.0038869
48.7,0.0063888
48.8,0.0065709
48.9,0.006698
49.0,0.0067795
49.1,0.0068477
49.2,0.0068785
49.3,0.0068973
49.4,0.0075534
